"","loss","accuracy","val_loss","val_accuracy"
"1",0.246179029345512,0.04296875,0.148852065205574,0.0799999982118607
"2",0.171888053417206,0.0718749985098839,0.149058490991592,0.0799999982118607
"3",0.163447856903076,0.0750000029802322,0.150141417980194,0.10249999910593
"4",0.159203723073006,0.0824218764901161,0.147479772567749,0.104999996721745
"5",0.1553765386343,0.103906251490116,0.145918965339661,0.107500001788139
"6",0.152630537748337,0.112499997019768,0.145804896950722,0.104999996721745
"7",0.151587545871735,0.109375,0.144956588745117,0.100000001490116
"8",0.149850353598595,0.124218747019768,0.146202966570854,0.10249999910593
"9",0.148573219776154,0.117968752980232,0.144350707530975,0.104999996721745
"10",0.148733377456665,0.122265622019768,0.145194411277771,0.107500001788139
"11",0.146901473402977,0.123046875,0.144435837864876,0.100000001490116
"12",0.147268891334534,0.130859375,0.14417964220047,0.107500001788139
"13",0.145470932126045,0.117968752980232,0.145425364375114,0.100000001490116
"14",0.146123021841049,0.135156244039536,0.14483904838562,0.104999996721745
"15",0.146062567830086,0.133203119039536,0.144509583711624,0.100000001490116
"16",0.145196706056595,0.130859375,0.144119083881378,0.10249999910593
"17",0.145346358418465,0.127734377980232,0.144105836749077,0.104999996721745
"18",0.14491955935955,0.123828127980232,0.144369274377823,0.10249999910593
"19",0.144148632884026,0.131249994039536,0.143945813179016,0.104999996721745
"20",0.144072324037552,0.127343744039536,0.144229844212532,0.10249999910593
"21",0.144008472561836,0.136328130960464,0.144210621714592,0.10249999910593
"22",0.143617585301399,0.133203119039536,0.144012644886971,0.10249999910593
"23",0.143877029418945,0.138281255960464,0.143997862935066,0.10249999910593
"24",0.143818825483322,0.129687502980232,0.144423440098763,0.10249999910593
"25",0.14330030977726,0.132031247019768,0.144234254956245,0.10249999910593
"26",0.143516838550568,0.133593752980232,0.143524631857872,0.10249999910593
"27",0.143164411187172,0.137890622019768,0.14396396279335,0.10249999910593
"28",0.143016800284386,0.136328130960464,0.14408703148365,0.10249999910593
"29",0.143507987260818,0.129296869039536,0.144225999712944,0.10249999910593
"30",0.142421379685402,0.137500002980232,0.14419125020504,0.10249999910593
"31",0.142277330160141,0.139843747019768,0.144056856632233,0.104999996721745
"32",0.141917198896408,0.142968744039536,0.144106954336166,0.104999996721745
"33",0.142628103494644,0.137109369039536,0.144060388207436,0.104999996721745
