"","loss","accuracy","val_loss","val_accuracy"
"1",0.265168517827988,0.0550781264901161,0.149317100644112,0.0850000008940697
"2",0.175760224461555,0.0601562485098839,0.147819355130196,0.107500001788139
"3",0.168168738484383,0.0792968720197678,0.147474959492683,0.104999996721745
"4",0.162454649806023,0.09375,0.147071540355682,0.104999996721745
"5",0.158327952027321,0.107031248509884,0.145575910806656,0.107500001788139
"6",0.156510874629021,0.112499997019768,0.146078392863274,0.10249999910593
"7",0.154554158449173,0.114843748509884,0.144575208425522,0.104999996721745
"8",0.153515174984932,0.126171872019768,0.144467398524284,0.104999996721745
"9",0.152702182531357,0.108203127980232,0.14410662651062,0.10249999910593
"10",0.151849567890167,0.130859375,0.14458541572094,0.10249999910593
"11",0.149397253990173,0.127343744039536,0.145173043012619,0.104999996721745
"12",0.149244576692581,0.129296869039536,0.146279990673065,0.104999996721745
"13",0.149116322398186,0.124609373509884,0.144778430461884,0.0974999964237213
"14",0.148092657327652,0.126171872019768,0.144607499241829,0.104999996721745
"15",0.148345291614532,0.128124997019768,0.143887236714363,0.104999996721745
"16",0.146429345011711,0.137109369039536,0.144966453313828,0.10249999910593
"17",0.146241888403893,0.135156244039536,0.144440740346909,0.10249999910593
"18",0.145684838294983,0.139062494039536,0.144283458590508,0.0974999964237213
"19",0.144578695297241,0.144921869039536,0.144664168357849,0.107500001788139
"20",0.14411586523056,0.146484375,0.14419336616993,0.100000001490116
"21",0.142660737037659,0.153515622019768,0.144864782691002,0.107500001788139
"22",0.140601456165314,0.169531255960464,0.145263716578484,0.117499999701977
"23",0.141576573252678,0.162109375,0.144769579172134,0.109999999403954
"24",0.140334263443947,0.163281247019768,0.144872352480888,0.140000000596046
"25",0.138492122292519,0.174609377980232,0.145939946174622,0.107500001788139
"26",0.137989312410355,0.182031244039536,0.145070150494576,0.125
"27",0.136967197060585,0.189843744039536,0.145984351634979,0.109999999403954
"28",0.134653061628342,0.203125,0.147120535373688,0.115000002086163
"29",0.135033547878265,0.204296872019768,0.147925347089767,0.117499999701977
"30",0.132295474410057,0.235156252980232,0.147067591547966,0.112499997019768
"31",0.13072781264782,0.237890630960464,0.147880613803864,0.125
"32",0.128343015909195,0.252734363079071,0.148436293005943,0.117499999701977
"33",0.128716364502907,0.251171886920929,0.148647606372833,0.117499999701977
"34",0.126928970217705,0.262499988079071,0.149792149662971,0.122500002384186
"35",0.124593697488308,0.278906255960464,0.150678783655167,0.117499999701977
"36",0.121454641222954,0.312109380960464,0.152817070484161,0.0900000035762787
"37",0.119429193437099,0.322656244039536,0.15350940823555,0.10249999910593
"38",0.11820974200964,0.329687505960464,0.155645787715912,0.10249999910593
"39",0.117040380835533,0.34375,0.155142560601234,0.10249999910593
"40",0.114546403288841,0.362109363079071,0.156084597110748,0.100000001490116
"41",0.112545505166054,0.373437494039536,0.161519810557365,0.115000002086163
"42",0.109511695802212,0.392578125,0.16014751791954,0.0949999988079071
"43",0.108620211482048,0.410546869039536,0.163675725460052,0.104999996721745
"44",0.104928329586983,0.443359375,0.166100218892097,0.0850000008940697
"45",0.105685569345951,0.421875,0.165298104286194,0.0925000011920929
"46",0.10422308743,0.443359375,0.167228400707245,0.0900000035762787
"47",0.100273452699184,0.476171880960464,0.170042186975479,0.0925000011920929
"48",0.101380564272404,0.455078125,0.172242358326912,0.100000001490116
"49",0.0970220193266869,0.484375,0.169717133045197,0.0850000008940697
"50",0.0944972038269043,0.510937511920929,0.171317711472511,0.0799999982118607
"51",0.0956353396177292,0.494140625,0.173971578478813,0.0949999988079071
"52",0.0923054739832878,0.526562511920929,0.173013538122177,0.0974999964237213
"53",0.091016560792923,0.530859351158142,0.176543965935707,0.0900000035762787
"54",0.0902677774429321,0.532031238079071,0.18051789700985,0.0874999985098839
"55",0.0878263115882874,0.5546875,0.180058911442757,0.0900000035762787
"56",0.0863558277487755,0.551953136920929,0.180587559938431,0.0949999988079071
"57",0.0878671631217003,0.544531226158142,0.180517181754112,0.0799999982118607
"58",0.0844014137983322,0.560546875,0.183333799242973,0.0874999985098839
"59",0.0841842889785767,0.569140613079071,0.18876987695694,0.0974999964237213
"60",0.0823422893881798,0.589453101158142,0.18942303955555,0.0825000032782555
"61",0.0829386040568352,0.583984375,0.187379166483879,0.0900000035762787
"62",0.0793295651674271,0.594531238079071,0.191849961876869,0.0850000008940697
"63",0.0780327320098877,0.605859398841858,0.193687871098518,0.0949999988079071
"64",0.0783395394682884,0.601953148841858,0.192391753196716,0.0874999985098839
"65",0.0776778310537338,0.603906273841858,0.195286124944687,0.0850000008940697
"66",0.0759960561990738,0.62890625,0.198536887764931,0.0900000035762787
"67",0.075901098549366,0.615234375,0.198709011077881,0.0874999985098839
"68",0.0744533613324165,0.623046875,0.19968768954277,0.0825000032782555
"69",0.0723373666405678,0.641015648841858,0.198686391115189,0.100000001490116
"70",0.0729593187570572,0.639062523841858,0.204063087701797,0.0874999985098839
"71",0.072970911860466,0.639453113079071,0.209254130721092,0.0974999964237213
