"","loss","accuracy","val_loss","val_accuracy"
"1",0.270226329565048,0.0386718735098839,0.150763764977455,0.0750000029802322
"2",0.177740812301636,0.0621093735098839,0.148393645882607,0.0974999964237213
"3",0.168451547622681,0.06640625,0.150303050875664,0.107500001788139
"4",0.163532301783562,0.0714843720197678,0.147353082895279,0.107500001788139
"5",0.160041004419327,0.0871093720197678,0.145886734127998,0.104999996721745
"6",0.157198801636696,0.0921875014901161,0.14693546295166,0.0974999964237213
"7",0.155915319919586,0.102734372019768,0.144928127527237,0.107500001788139
"8",0.153884574770927,0.1171875,0.145320355892181,0.107500001788139
"9",0.152475923299789,0.11328125,0.144501015543938,0.104999996721745
"10",0.152026206254959,0.115234375,0.144739672541618,0.104999996721745
"11",0.150228291749954,0.12109375,0.144735589623451,0.10249999910593
"12",0.150599822402,0.125,0.144618526101112,0.104999996721745
"13",0.148479521274567,0.121484376490116,0.145914420485497,0.104999996721745
"14",0.148741737008095,0.135546877980232,0.144641384482384,0.104999996721745
"15",0.148397967219353,0.130859375,0.144154623150826,0.104999996721745
"16",0.146919414401054,0.125,0.144720464944839,0.104999996721745
"17",0.147341132164001,0.121484376490116,0.144298121333122,0.104999996721745
"18",0.146688163280487,0.123046875,0.144737914204597,0.10249999910593
"19",0.145438522100449,0.137500002980232,0.144661784172058,0.10249999910593
"20",0.145228877663612,0.125,0.145181730389595,0.10249999910593
"21",0.14462599158287,0.137890622019768,0.144919648766518,0.104999996721745
"22",0.143984779715538,0.138281255960464,0.144705578684807,0.109999999403954
"23",0.143959328532219,0.141796872019768,0.144955277442932,0.104999996721745
"24",0.143297344446182,0.137890622019768,0.144923165440559,0.122500002384186
"25",0.142575368285179,0.143749997019768,0.145418927073479,0.107500001788139
"26",0.142855137586594,0.149218752980232,0.144722163677216,0.112499997019768
"27",0.142170652747154,0.153515622019768,0.145758152008057,0.100000001490116
"28",0.141573369503021,0.158203125,0.145332038402557,0.112499997019768
"29",0.141472801566124,0.1484375,0.14633484184742,0.122500002384186
"30",0.139775365591049,0.168359369039536,0.145701020956039,0.115000002086163
"31",0.138742953538895,0.176953122019768,0.146030634641647,0.104999996721745
"32",0.138373583555222,0.178124994039536,0.147260054945946,0.122500002384186
"33",0.13858425617218,0.157421872019768,0.148294508457184,0.107500001788139
"34",0.138095006346703,0.174999997019768,0.147845089435577,0.107500001788139
"35",0.136165961623192,0.182031244039536,0.148005470633507,0.109999999403954
"36",0.136040076613426,0.185546875,0.148408591747284,0.107500001788139
"37",0.135760203003883,0.181640625,0.147348150610924,0.104999996721745
"38",0.133696228265762,0.208984375,0.149758398532867,0.100000001490116
"39",0.1335529088974,0.214062497019768,0.151002243161201,0.112499997019768
"40",0.132412105798721,0.216015622019768,0.150204569101334,0.10249999910593
"41",0.131459251046181,0.227734372019768,0.153577208518982,0.104999996721745
"42",0.130335956811905,0.22265625,0.153043389320374,0.104999996721745
"43",0.128902599215508,0.241015627980232,0.15296982228756,0.112499997019768
"44",0.127690345048904,0.235546872019768,0.153761178255081,0.115000002086163
"45",0.127815157175064,0.250390619039536,0.153769016265869,0.10249999910593
"46",0.126894265413284,0.254687488079071,0.156340822577477,0.0850000008940697
"47",0.124490007758141,0.266015619039536,0.157304674386978,0.119999997317791
"48",0.12477932870388,0.271874994039536,0.159614264965057,0.0775000005960464
"49",0.122216746211052,0.30078125,0.158714979887009,0.10249999910593
"50",0.121981933712959,0.280859380960464,0.157830983400345,0.115000002086163
"51",0.119587384164333,0.307031244039536,0.160073205828667,0.104999996721745
"52",0.118980780243874,0.313281238079071,0.161031380295753,0.0974999964237213
"53",0.119564116001129,0.303124994039536,0.161531254649162,0.100000001490116
"54",0.118430651724339,0.321484386920929,0.160397037863731,0.0874999985098839
"55",0.116899564862251,0.323046863079071,0.161641776561737,0.0874999985098839
"56",0.11497275531292,0.335156261920929,0.162995010614395,0.0949999988079071
"57",0.113941952586174,0.352734386920929,0.163404107093811,0.100000001490116
"58",0.113758608698845,0.351171880960464,0.167205989360809,0.0825000032782555
"59",0.113534189760685,0.368750005960464,0.167812675237656,0.107500001788139
"60",0.1109459400177,0.371874988079071,0.170994699001312,0.0775000005960464
"61",0.10912124812603,0.373828113079071,0.171327859163284,0.0974999964237213
"62",0.108656667172909,0.387499988079071,0.172810986638069,0.0925000011920929
"63",0.107748731970787,0.390625,0.172637954354286,0.0949999988079071
"64",0.106269493699074,0.40234375,0.173690378665924,0.0874999985098839
"65",0.105447433888912,0.3984375,0.172967106103897,0.100000001490116
"66",0.104846432805061,0.415625005960464,0.176387429237366,0.100000001490116
"67",0.102539837360382,0.424609363079071,0.177520200610161,0.0825000032782555
"68",0.103889085352421,0.418749988079071,0.175317466259003,0.0925000011920929
"69",0.10148860514164,0.449609369039536,0.181902185082436,0.0825000032782555
"70",0.101218059659004,0.450781255960464,0.175405234098434,0.104999996721745
"71",0.098332867026329,0.455078125,0.180153071880341,0.107500001788139
"72",0.0981745645403862,0.4609375,0.182530328631401,0.115000002086163
"73",0.0971928462386131,0.460546880960464,0.185107573866844,0.0949999988079071
"74",0.0982511788606644,0.473046869039536,0.180231973528862,0.104999996721745
"75",0.0953630954027176,0.469531238079071,0.181313872337341,0.0949999988079071
"76",0.0951843559741974,0.486718744039536,0.189442858099937,0.112499997019768
"77",0.0918115675449371,0.501953125,0.185105666518211,0.0925000011920929
"78",0.0941072702407837,0.479296863079071,0.18565921485424,0.109999999403954
"79",0.0914752632379532,0.516015648841858,0.189526289701462,0.109999999403954
"80",0.0906091779470444,0.511328101158142,0.193245500326157,0.122500002384186
"81",0.0919518023729324,0.506250023841858,0.190229281783104,0.104999996721745
"82",0.0912791714072227,0.507421851158142,0.199454575777054,0.0900000035762787
"83",0.0894335359334946,0.519140601158142,0.193431556224823,0.100000001490116
"84",0.089800737798214,0.522265613079071,0.194086477160454,0.100000001490116
"85",0.0870761200785637,0.538281261920929,0.199278488755226,0.0850000008940697
"86",0.0839739888906479,0.547656238079071,0.19907183945179,0.107500001788139
"87",0.0842319428920746,0.542578101158142,0.20160736143589,0.0900000035762787
"88",0.08515714854002,0.546484351158142,0.194748997688293,0.100000001490116
"89",0.0858375728130341,0.533203125,0.201661661267281,0.0949999988079071
"90",0.0835098400712013,0.5546875,0.199739024043083,0.119999997317791
"91",0.0833822339773178,0.548828125,0.207079216837883,0.104999996721745
"92",0.0833178833127022,0.562109351158142,0.206304162740707,0.100000001490116
"93",0.0840701758861542,0.549218773841858,0.207736447453499,0.0874999985098839
"94",0.0806367546319962,0.574999988079071,0.205714523792267,0.0925000011920929
"95",0.0824086219072342,0.556249976158142,0.20720000565052,0.119999997317791
"96",0.0799131393432617,0.583984375,0.208398282527924,0.0874999985098839
"97",0.080442301928997,0.571874976158142,0.21468648314476,0.109999999403954
"98",0.0802895650267601,0.5859375,0.211665228009224,0.10249999910593
"99",0.0795051902532578,0.580859363079071,0.211817443370819,0.109999999403954
"100",0.0774696171283722,0.59765625,0.21012669801712,0.122500002384186
